Student_ID,Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Final_Score,Previous_GPA_Anomaly_Flag,Previous_GPA_Cleaned,Tutoring_Sessions_Per_Week_IQR_Outlier_Flag,Final_Score_IQR_Outlier_Flag,Sleep_Hours_IQR_Outlier_Flag,Previous_GPA_IQR_Outlier_Flag,Exam_Anxiety_Score_IQR_Outlier_Flag,Attendance_IQR_Outlier_Flag,Hours_Studied_IQR_Outlier_Flag,Screen_Time_IQR_Outlier_Flag,Age_IQR_Outlier_Flag,Stress_Level_IQR_Outlier_Flag,Performance_Category,Study_Hours_Group,Attendance_Group,Sleep_Category,Stress_Category,Anxiety_Category,Screen_Time_Group,Risk_Score,Risk_Level
STU01076,17,Male,5.06,85.3,6.5,7.3,4.2,2.55,No,Hybrid,Average,Good,Yes,2,Middle,1.4,91.01,False,2.55,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),High,Low,Moderate Screen Time (2-5h),1,Low Risk
STU01077,17,Female,0.3,83.5,7.1,2.9,5.7,2.8,No,Hybrid,Poor,Average,No,0,Low,4.2,66.67,False,2.8,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Low Study (<3h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Low,Medium,High Screen Time (>5h),2,Medium Risk
STU01078,17,Male,6.37,100.0,7.2,4.2,3.6,3.25,No,Hybrid,Average,Good,No,3,Middle,5.2,92.69,False,3.25,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01079,24,Male,1.79,88.9,6.1,2.6,5.0,3.36,No,Hybrid,Good,Average,Yes,2,Middle,4.5,85.08,False,3.36,False,False,False,False,False,False,False,False,False,False,Good,Low Study (<3h),High Attendance (>85%),Ideal Sleep (6-8h),Low,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01080,24,Female,3.05,66.2,5.2,2.9,3.1,2.45,Yes,Hybrid,Good,Good,No,0,High,5.3,75.01,False,2.45,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Low Attendance (<70%),Short Sleep (<6h),Low,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01081,19,Female,2.68,92.3,6.0,6.7,2.5,3.47,No,Offline,Average,Excellent,No,1,Low,6.3,70.99,False,3.47,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Low Study (<3h),High Attendance (>85%),Ideal Sleep (6-8h),High,High,Moderate Screen Time (2-5h),4,High Risk
STU01082,23,Female,1.33,55.5,6.2,7.6,3.5,3.58,No,Offline,Good,Good,Yes,1,Middle,4.5,61.97,False,3.58,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Low Study (<3h),Low Attendance (<70%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),4,High Risk
STU01083,22,Female,2.5,85.7,7.4,3.6,4.2,2.78,No,Hybrid,Average,Poor,No,2,Low,6.0,83.57,False,2.78,False,False,False,False,False,False,False,False,False,False,Good,Low Study (<3h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01084,19,Female,3.03,84.6,7.5,3.1,4.9,2.99,No,Hybrid,Poor,Excellent,No,1,Middle,5.6,84.34,False,2.99,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01085,19,Female,3.78,76.1,4.2,7.9,3.9,3.61,No,Online,Poor,Good,Yes,0,High,6.0,65.86,False,3.61,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),Moderate Attendance (70-85%),Short Sleep (<6h),High,Medium,Moderate Screen Time (2-5h),2,Medium Risk
STU01086,21,Male,4.89,72.9,5.5,5.4,3.6,3.59,No,Hybrid,Poor,Good,Yes,1,High,4.3,95.58,False,3.59,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Short Sleep (<6h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01087,21,Female,4.33,76.4,5.7,1.1,2.6,3.25,No,Hybrid,Good,Average,No,2,High,5.1,99.02,False,3.25,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Short Sleep (<6h),Low,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01088,23,Male,2.04,100.0,8.9,5.9,6.1,3.28,No,Offline,Poor,Good,No,1,High,3.8,79.43,False,3.28,False,False,False,False,False,False,False,False,False,False,Good,Low Study (<3h),High Attendance (>85%),Long Sleep (>8h),Medium,Medium,High Screen Time (>5h),1,Low Risk
STU01089,22,Female,4.64,69.8,7.6,3.8,3.7,3.18,Yes,Offline,Good,Average,Yes,3,High,5.0,89.81,False,3.18,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Low Attendance (<70%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01090,21,Female,6.95,72.7,6.4,4.0,5.0,3.29,No,Hybrid,Average,Good,Yes,1,Middle,6.2,96.85,False,3.29,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,High,Moderate Screen Time (2-5h),1,Low Risk
STU01091,23,Female,6.9,78.9,6.6,6.1,2.9,3.06,No,Hybrid,Average,Poor,No,3,Low,4.4,98.97,False,3.06,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01092,23,Female,5.27,76.8,6.8,8.1,3.7,2.78,Yes,Offline,Average,Average,No,1,Middle,4.9,70.75,False,2.78,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),2,Medium Risk
STU01093,24,Female,6.24,98.1,5.1,7.7,5.7,3.18,Yes,Hybrid,Good,Poor,Yes,2,High,8.2,78.88,False,3.18,False,False,False,False,False,False,False,False,False,False,Good,High Study (>6h),High Attendance (>85%),Short Sleep (<6h),High,High,High Screen Time (>5h),2,Medium Risk
STU01094,18,Female,6.78,84.2,8.3,2.6,3.7,3.12,Yes,Online,Good,Average,No,3,Middle,4.4,89.04,False,3.12,False,False,False,False,False,False,False,False,False,False,Good,High Study (>6h),Moderate Attendance (70-85%),Long Sleep (>8h),Low,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01095,24,Male,7.72,79.3,7.8,7.1,3.8,3.15,Yes,Hybrid,Good,Average,Yes,3,Low,6.0,91.54,False,3.15,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01096,22,Female,8.39,88.4,7.2,4.6,5.0,2.4,No,Online,Poor,Good,Yes,2,High,3.6,86.17,False,2.4,False,False,False,False,False,False,False,False,False,False,Good,High Study (>6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01097,21,Male,4.36,84.0,7.0,1.0,5.0,3.62,No,Online,Poor,Poor,No,1,Middle,5.9,85.38,False,3.62,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Low,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01098,22,Female,4.46,79.1,6.6,1.0,5.3,3.44,Yes,Hybrid,Average,Good,Yes,1,Middle,3.2,89.24,False,3.44,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Low,Medium,High Screen Time (>5h),0,Low Risk
STU01099,19,Male,7.95,77.9,6.5,4.4,2.9,2.88,No,Online,Poor,Average,No,2,High,3.9,99.34,False,2.88,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01100,19,Male,8.12,79.5,5.3,5.2,5.7,3.01,Yes,Hybrid,Average,Excellent,Yes,3,High,2.6,97.46,False,3.01,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Short Sleep (<6h),Medium,Low,High Screen Time (>5h),0,Low Risk
STU01101,22,Male,8.08,79.5,7.7,10.0,4.9,3.33,No,Online,Good,Excellent,No,2,High,6.5,95.27,False,3.33,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,High,Moderate Screen Time (2-5h),2,Medium Risk
STU01102,18,Male,0.31,76.8,5.7,4.1,4.1,2.77,No,Hybrid,Average,Average,Yes,1,High,5.7,59.21,False,2.77,False,False,False,False,False,False,False,False,False,False,At Risk,Low Study (<3h),Moderate Attendance (70-85%),Short Sleep (<6h),Medium,Medium,Moderate Screen Time (2-5h),2,Medium Risk
STU01103,18,Female,4.56,80.3,7.0,4.4,3.9,3.15,Yes,Online,Poor,Good,Yes,3,Middle,2.7,85.25,False,3.15,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Low,Moderate Screen Time (2-5h),0,Low Risk
STU01104,24,Male,0.66,93.7,6.5,6.9,5.2,2.43,Yes,Offline,Average,Poor,No,0,Middle,7.5,38.92,False,2.43,False,True,False,False,False,False,False,False,False,False,At Risk,Low Study (<3h),High Attendance (>85%),Ideal Sleep (6-8h),High,High,High Screen Time (>5h),4,High Risk
STU01105,22,Female,6.46,68.4,6.5,3.1,5.5,2.33,Yes,Online,Average,Excellent,No,1,Middle,5.6,78.59,False,2.33,False,False,False,False,False,False,False,False,False,False,Good,High Study (>6h),Low Attendance (<70%),Ideal Sleep (6-8h),Medium,Medium,High Screen Time (>5h),1,Low Risk
STU01106,21,Male,5.11,84.8,7.5,4.9,2.8,3.12,No,Hybrid,Poor,Good,No,2,High,4.5,82.35,False,3.12,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01107,24,Female,5.1,88.3,6.8,7.1,3.9,3.62,Yes,Hybrid,Average,Poor,No,1,Middle,3.2,83.81,False,3.62,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01108,20,Female,4.72,80.0,5.8,4.7,5.5,2.28,No,Hybrid,Good,Average,No,1,Middle,6.3,79.08,False,2.28,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Short Sleep (<6h),Medium,High,High Screen Time (>5h),1,Low Risk
STU01109,18,Female,7.61,80.6,7.8,1.6,1.2,3.01,Yes,Hybrid,Average,Poor,No,3,Middle,5.5,95.37,False,3.01,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Low,Medium,Low Screen Time (≤2h),0,Low Risk
STU01110,17,Female,4.41,92.3,8.6,4.2,2.5,3.03,Yes,Offline,Good,Average,No,2,Middle,1.5,91.09,False,3.03,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),High Attendance (>85%),Long Sleep (>8h),Medium,Low,Moderate Screen Time (2-5h),0,Low Risk
STU01111,24,Male,7.07,76.8,7.2,7.3,5.1,3.42,Yes,Offline,Poor,Good,No,2,Low,2.1,99.13,False,3.42,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,Low,High Screen Time (>5h),1,Low Risk
STU01112,19,Female,6.11,86.9,7.4,3.8,4.5,2.33,Yes,Offline,Good,Good,No,1,High,3.9,87.58,False,2.33,False,False,False,False,False,False,False,False,False,False,Good,High Study (>6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01113,24,Male,5.71,86.4,6.7,4.8,2.6,3.68,No,Hybrid,Good,Average,No,3,Low,3.4,87.33,False,3.68,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01114,22,Female,5.93,82.9,8.9,8.6,5.8,3.48,No,Offline,Good,Average,Yes,1,Low,5.4,80.68,False,3.48,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Long Sleep (>8h),High,Medium,High Screen Time (>5h),1,Low Risk
STU01115,17,Female,5.22,83.1,7.5,4.5,5.2,3.39,No,Offline,Poor,Average,No,3,Low,6.5,94.26,False,3.39,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,High,High Screen Time (>5h),1,Low Risk
STU01116,22,Male,2.81,89.2,6.0,6.7,4.1,3.74,No,Offline,Average,Average,Yes,2,Middle,4.3,76.3,False,3.74,False,False,False,False,False,False,False,False,False,False,Good,Low Study (<3h),High Attendance (>85%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),2,Medium Risk
STU01117,23,Female,6.43,95.6,8.3,7.2,0.5,3.23,Yes,Hybrid,Average,Excellent,Yes,2,Middle,6.4,88.73,False,3.23,False,False,False,False,False,False,False,False,False,False,Good,High Study (>6h),High Attendance (>85%),Long Sleep (>8h),High,High,Low Screen Time (≤2h),2,Medium Risk
STU01118,19,Female,6.43,70.3,9.3,8.8,2.8,3.23,No,Offline,Good,Average,Yes,3,Middle,1.3,97.88,False,3.23,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Long Sleep (>8h),High,Low,Moderate Screen Time (2-5h),1,Low Risk
STU01119,19,Male,4.71,91.4,7.4,4.0,4.5,3.43,No,Offline,Average,Good,No,2,High,4.5,93.18,False,3.43,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01120,18,Male,6.46,74.2,5.8,9.2,4.3,2.54,No,Offline,Good,Average,No,1,High,4.7,65.63,False,2.54,False,False,False,False,False,False,False,False,False,False,Needs Improvement,High Study (>6h),Moderate Attendance (70-85%),Short Sleep (<6h),High,Medium,Moderate Screen Time (2-5h),2,Medium Risk
STU01121,24,Male,6.8,72.1,4.9,3.3,4.6,2.08,No,Offline,Good,Average,No,2,High,4.3,96.16,False,2.08,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Short Sleep (<6h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01122,18,Female,2.44,82.8,5.8,5.1,4.7,3.16,No,Offline,Average,Good,Yes,1,Middle,3.3,61.21,False,3.16,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Low Study (<3h),Moderate Attendance (70-85%),Short Sleep (<6h),Medium,Medium,Moderate Screen Time (2-5h),2,Medium Risk
STU01123,17,Female,4.72,82.8,9.7,8.6,6.2,3.28,No,Hybrid,Average,Good,No,3,High,1.6,97.45,False,3.28,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Long Sleep (>8h),High,Low,High Screen Time (>5h),1,Low Risk
STU01124,24,Male,4.11,63.5,6.0,4.4,5.8,3.03,Yes,Online,Poor,Good,No,2,High,4.9,87.13,False,3.03,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Low Attendance (<70%),Ideal Sleep (6-8h),Medium,Medium,High Screen Time (>5h),1,Low Risk
STU01125,23,Male,3.19,97.3,5.5,1.0,1.8,3.35,No,Offline,Average,Good,Yes,1,High,2.7,95.65,False,3.35,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),High Attendance (>85%),Short Sleep (<6h),Low,Low,Low Screen Time (≤2h),0,Low Risk
STU01126,22,Female,5.64,76.4,6.8,3.9,3.4,2.79,No,Offline,Good,Good,Yes,2,Low,3.2,94.84,False,2.79,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01127,23,Female,3.31,87.8,7.8,6.1,3.8,3.64,Yes,Online,Average,Average,Yes,3,Low,6.4,94.77,False,3.64,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),High,High,Moderate Screen Time (2-5h),2,Medium Risk
STU01128,19,Male,4.13,84.9,6.7,10.0,4.7,4.0,No,Hybrid,Poor,Good,No,1,Low,5.1,77.27,False,4.0,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01129,17,Male,5.49,87.0,6.6,3.4,6.2,2.55,No,Hybrid,Average,Good,No,3,High,5.5,88.19,False,2.55,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,High Screen Time (>5h),0,Low Risk
STU01130,20,Female,5.7,81.8,7.3,2.3,6.2,3.28,Yes,Online,Good,Poor,No,3,Middle,2.9,89.17,False,3.28,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Low,Low,High Screen Time (>5h),0,Low Risk
STU01131,17,Male,5.64,84.0,8.5,4.5,3.6,3.3,No,Offline,Poor,Good,No,0,Middle,2.9,77.04,False,3.3,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Long Sleep (>8h),Medium,Low,Moderate Screen Time (2-5h),0,Low Risk
STU01132,21,Male,9.47,81.7,7.6,7.1,4.4,2.67,Yes,Hybrid,Average,Poor,Yes,2,Middle,3.3,99.23,False,2.67,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01133,17,Female,3.99,77.5,6.4,5.8,4.8,3.1,Yes,Hybrid,Poor,Average,No,0,High,3.8,59.94,False,3.1,False,False,False,False,False,False,False,False,False,False,At Risk,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01134,23,Female,5.5,92.1,6.5,9.7,4.4,3.51,Yes,Online,Poor,Good,Yes,2,High,3.1,87.38,False,3.51,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01135,21,Male,2.59,82.5,7.3,5.4,4.5,3.06,Yes,Online,Good,Excellent,Yes,1,Middle,5.2,76.98,False,3.06,False,False,False,False,False,False,False,False,False,False,Good,Low Study (<3h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01136,21,Male,5.96,84.4,5.7,8.2,1.5,2.82,No,Hybrid,Average,Excellent,No,2,High,4.8,75.24,False,2.82,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Short Sleep (<6h),High,Medium,Low Screen Time (≤2h),1,Low Risk
STU01137,24,Male,7.31,75.3,7.3,5.2,6.4,3.62,No,Online,Average,Poor,No,2,Middle,4.1,95.99,False,3.62,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,High Screen Time (>5h),0,Low Risk
STU01138,24,Male,7.43,74.6,8.7,8.1,3.3,2.91,Yes,Offline,Poor,Good,No,3,Middle,5.7,77.41,False,2.91,False,False,False,False,False,False,False,False,False,False,Good,High Study (>6h),Moderate Attendance (70-85%),Long Sleep (>8h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01139,21,Female,3.73,82.7,6.7,9.0,3.9,2.71,Yes,Online,Good,Good,No,1,High,3.5,70.77,False,2.71,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),2,Medium Risk
STU01140,20,Male,4.44,66.8,6.5,3.5,2.4,2.62,Yes,Online,Poor,Average,Yes,1,High,3.1,81.59,False,2.62,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Low Attendance (<70%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01141,24,Female,7.52,95.2,7.5,5.8,3.0,2.43,No,Offline,Good,Good,Yes,2,Middle,1.0,93.26,False,2.43,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Low,Moderate Screen Time (2-5h),0,Low Risk
STU01142,17,Female,4.81,77.1,6.0,5.0,4.3,3.54,No,Offline,Good,Good,Yes,2,Low,3.8,84.85,False,3.54,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01143,23,Male,6.92,77.7,8.7,7.0,4.0,3.14,No,Online,Average,Excellent,No,0,Low,5.5,84.08,False,3.14,False,False,False,False,False,False,False,False,False,False,Good,High Study (>6h),Moderate Attendance (70-85%),Long Sleep (>8h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01144,17,Male,3.06,75.9,8.3,4.1,5.0,2.4,No,Hybrid,Poor,Poor,No,0,Low,7.6,69.1,False,2.4,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),Moderate Attendance (70-85%),Long Sleep (>8h),Medium,High,Moderate Screen Time (2-5h),2,Medium Risk
STU01145,20,Female,7.77,82.2,8.0,3.1,1.4,3.33,Yes,Online,Good,Average,No,2,Middle,4.0,94.11,False,3.33,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Low Screen Time (≤2h),0,Low Risk
STU01146,19,Female,7.05,86.1,7.2,6.7,2.4,2.73,No,Online,Poor,Excellent,Yes,3,Middle,6.0,91.25,False,2.73,False,False,False,False,False,False,False,False,False,False,Excellent,High Study (>6h),High Attendance (>85%),Ideal Sleep (6-8h),High,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01147,18,Female,5.93,87.9,7.3,6.0,3.5,2.73,Yes,Hybrid,Good,Good,No,4,High,4.2,96.15,False,2.73,True,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01148,23,Male,3.4,74.2,7.6,5.1,5.9,2.59,Yes,Online,Average,Excellent,No,1,Middle,5.4,70.67,False,2.59,False,False,False,False,False,False,False,False,False,False,Needs Improvement,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,High Screen Time (>5h),1,Low Risk
STU01149,24,Female,4.68,69.8,5.7,5.6,2.6,3.24,No,Online,Good,Poor,No,3,Middle,3.6,81.83,False,3.24,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Low Attendance (<70%),Short Sleep (<6h),Medium,Medium,Moderate Screen Time (2-5h),1,Low Risk
STU01150,23,Female,5.3,79.5,6.4,4.4,2.5,3.66,No,Offline,Good,Good,No,2,Low,1.0,88.69,False,3.66,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Low,Moderate Screen Time (2-5h),0,Low Risk
STU01151,17,Female,5.53,79.6,6.6,4.9,1.9,2.96,No,Offline,Average,Good,No,1,High,5.3,97.92,False,2.96,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Low Screen Time (≤2h),0,Low Risk
STU01152,18,Male,4.79,73.5,8.3,5.7,3.9,4.0,No,Online,Average,Poor,Yes,2,Middle,3.7,92.83,False,4.0,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),Moderate Attendance (70-85%),Long Sleep (>8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01153,22,Female,4.56,93.0,9.4,5.5,0.5,2.71,Yes,Hybrid,Average,Good,Yes,1,Middle,6.1,90.3,False,2.71,False,False,False,False,False,False,False,False,False,False,Excellent,Moderate Study (3-6h),High Attendance (>85%),Long Sleep (>8h),Medium,High,Low Screen Time (≤2h),1,Low Risk
STU01154,22,Female,5.38,70.6,6.9,1.3,3.3,2.97,No,Online,Poor,Good,Yes,3,Middle,3.0,84.33,False,2.97,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Low,Low,Moderate Screen Time (2-5h),0,Low Risk
STU01155,24,Male,7.79,72.0,7.3,9.0,5.6,2.85,No,Hybrid,Average,Average,Yes,2,Low,7.8,88.26,False,2.85,False,False,False,False,False,False,False,False,False,False,Good,High Study (>6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),High,High,High Screen Time (>5h),2,Medium Risk
STU01156,20,Female,0.98,90.1,7.3,5.9,3.1,2.31,Yes,Hybrid,Poor,Average,Yes,0,Low,6.3,50.57,False,2.31,False,False,False,False,False,False,False,False,False,False,At Risk,Low Study (<3h),High Attendance (>85%),Ideal Sleep (6-8h),Medium,High,Moderate Screen Time (2-5h),3,Medium Risk
STU01157,22,Male,2.26,76.8,6.4,3.8,1.5,2.99,No,Offline,Poor,Good,Yes,0,Middle,3.3,85.04,False,2.99,False,False,False,False,False,False,False,False,False,False,Good,Low Study (<3h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Low Screen Time (≤2h),1,Low Risk
STU01158,23,Male,1.91,78.8,6.4,5.2,4.2,2.34,No,Online,Average,Good,Yes,0,Middle,6.0,55.47,False,2.34,False,False,False,False,False,False,False,False,False,False,At Risk,Low Study (<3h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),2,Medium Risk
STU01159,22,Male,3.63,72.2,7.2,5.1,2.5,2.62,No,Online,Good,Excellent,No,0,Middle,4.9,80.6,False,2.62,False,False,False,False,False,False,False,False,False,False,Good,Moderate Study (3-6h),Moderate Attendance (70-85%),Ideal Sleep (6-8h),Medium,Medium,Moderate Screen Time (2-5h),0,Low Risk
STU01160,19,Female,1.52,68.3,8.5,9.7,1.9,2.65,No,Offline,Average,Average,No,0,Middle,6.4,52.96,False,2.65,False,False,False,False,False,False,False,False,False,False,At Risk,Low Study (<3h),Low Attendance (<70%),Long Sleep (>8h),High,High,Low Screen Time (≤2h),5,High Risk
